client_id,bank_district_id,frequency,lor,client_district_id,age,age_group,Gender,region,nb_inhabitants,nb_cities,urban_inhabitants_ratio,avg_salary,unemployment_rate_96,nb_entrepreneurs_per_1000,nb_crimes_96,unemployment_growth,crime_growth_rate,population_per_city,total_credit,avg_credit_amount,total_withdrawal,avg_withdrawal_amount,debit_count,credit_count,trans_count,avg_trans_amount,max_trans_amount,min_trans_amount,std_trans_amount,net_Flow,last_balance,avg_balance,max_balance,min_balance,std_balance,balance_range,first_balance,balance_growth_pct,median_balance,neg_balance_count,days_since_first_trans,transaction_span_days,avg_days_between_transactions,trans_freq_per_month,credits_per_month,debits_per_month,transaction_activity_ratio,cash_withdrawal_count,card_withdrawal_count,cash_deposit_count,transfer_in_count,transfer_out_count,total_cash_withdrawal,total_card_withdrawal,total_cash_deposit,card_withdrawal_ratio,cash_deposit_ratio,card_type,orders_count,total_order_amount,avg_order_amount,max_order_amount,min_order_amount,insurance_order_count,household_order_count,leasing_order_count,loan_order_count,loans_1996_count,good_loan_count,bad_loan_count,total_loan_amount,loan_duration,monthly_payments,target_loan_1997,target_card_1997
336,39,POPLATEK MESICNE,3,39,32,30,F,north Bohemia,119895,4,89.9,10446,9.4,90,4743,28.07,-4.12,29973.75,36986.3,1541.0958333333335,32083.2,682.6212765957447,47,24.0,71,972.8098591549295,3007.0,14.6,1039.431928390961,4903.100000000002,21674.0,18722.076056338028,24323.5,14203.9,2708.140179451823,10119.6,16200.9,33.78,18313.0,0.0,361,361,5.1571428571428575,5.916666666666667,2.0,3.9166666666666665,69069.5,23,0.0,0.0,12.0,24.0,8035.2,0.0,0.0,0.0,0.0,None,2.0,2004.0,1002.0,1380.0,624.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125,37,POPLATEK MESICNE,3,37,60,60,M,north Bohemia,114006,9,62.3,9065,5.39,123,4166,20.85,0.46,12667.33,37741.7,1572.5708333333332,41719.2,818.0235294117647,51,24.0,75,1059.4786666666666,7830.0,14.6,1310.7513989345994,-3977.5,19323.6,20666.462666666666,26349.3,15823.1,2780.3829108145437,10526.199999999999,26349.3,-26.66,20570.5,0.0,361,361,4.878378378378378,6.25,2.0,4.25,79460.9,27,0.0,0.0,12.0,24.0,17215.2,0.0,0.0,0.0,0.0,None,2.0,2042.0,1021.0,1464.0,578.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
597,55,POPLATEK MESICNE,3,55,53,50,M,south Moravia,157042,9,33.9,8743,2.43,111,3894,29.26,6.42,17449.11,283075.5,11794.8125,288835.2,5894.595918367348,49,24.0,73,7834.393150684931,32329.5,14.6,9275.090930361828,-5759.700000000012,48849.1,58028.667123287676,86566.9,38908.2,10546.33798182856,47658.7,53874.2,-9.33,54005.4,0.0,359,359,4.986111111111111,6.083333333333333,2.0,4.083333333333333,571910.7,37,0.0,12.0,0.0,12.0,247975.19999999998,0.0,280189.0,0.0,0.5,None,1.0,3405.0,3405.0,3405.0,3405.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1385,45,POPLATEK MESICNE,3,22,43,40,M,west Bohemia,58400,6,52.4,8620,1.25,100,1117,13.64,2.57,9733.33,40119.6,1671.6499999999999,38177.2,1090.7771428571427,35,24.0,59,1327.064406779661,3279.0,14.6,1324.1625729393459,1942.4000000000015,14983.1,16103.315254237288,21242.6,12439.1,2001.6318452886499,8803.499999999998,16305.1,-8.11,15801.4,0.0,361,361,6.224137931034483,4.916666666666667,2.0,2.9166666666666665,78296.8,23,0.0,0.0,12.0,12.0,11945.199999999999,0.0,0.0,0.0,0.0,None,1.0,2186.0,2186.0,2186.0,2186.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
98,26,POPLATEK MESICNE,3,33,23,20,F,north Bohemia,133777,11,84.7,8705,7.61,116,4859,32.35,4.49,12161.55,132081.0,4891.888888888889,149455.2,2668.842857142857,56,27.0,83,3392.0024096385546,13839.0,14.6,3520.782473728134,-17374.20000000001,14465.4,21767.820481927713,35651.1,13061.1,5199.907694320489,22590.0,27625.1,-47.64,21641.6,0.0,365,365,4.451219512195122,6.916666666666667,2.25,4.666666666666667,281536.2,32,0.0,15.0,0.0,24.0,75655.2,0.0,131038.0,0.0,0.5555555555555556,None,2.0,6150.0,3075.0,3940.0,2210.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2438,52,POPLATEK MESICNE,3,52,50,50,F,east Bohemia,139012,10,61.9,8363,3.49,108,2799,38.49,9.17,13901.2,177629.9,6578.885185185185,169691.2,2693.5111111111114,63,27.0,90,3859.123333333333,24800.0,14.6,5240.284639645601,7938.6999999999825,62590.0,56259.868888888894,79453.4,28543.9,11097.791414902522,50909.49999999999,50051.3,25.05,57692.8,0.0,365,365,4.101123595505618,7.5,2.25,5.25,347321.1,39,0.0,15.0,0.0,24.0,119315.2,0.0,174720.0,0.0,0.5555555555555556,None,2.0,4198.0,2099.0,3655.0,543.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4021,45,POPLATEK MESICNE,3,45,48,40,M,east Bohemia,77917,5,53.5,8390,2.89,132,2122,26.75,2.02,15583.4,146975.6,5879.024,153671.2,2744.128571428572,56,25.0,81,3711.688888888889,16800.0,14.6,4235.553614198503,-6695.600000000006,23468.8,31137.109876543207,46785.8,22066.5,5748.11960245707,24719.300000000003,25949.8,-9.56,30677.8,0.0,365,365,4.5625,6.75,2.0833333333333335,4.666666666666667,300646.8,32,0.0,13.0,0.0,24.0,79355.2,0.0,145474.0,0.0,0.52,None,2.0,6193.0,3096.5,4270.0,1923.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6944,43,POPLATEK MESICNE,3,43,26,20,M,east Bohemia,161854,6,76.3,9425,2.5,125,3891,45.35,-4.75,26975.67,73684.7,3203.682608695652,120194.4,4292.657142857142,28,23.0,51,3801.550980392157,23962.0,0.2,5890.665753694486,-46509.7,5503.5,9975.098039215687,30313.0,-607.8,7826.450353039753,30920.8,30313.0,-81.84,5518.1,2.0,365,365,7.3,4.25,1.9166666666666667,2.3333333333333335,193879.1,28,0.0,11.0,0.0,0.0,120194.4,0.0,73268.0,0.0,0.4782608695652174,None,1.0,2907.0,2907.0,2907.0,2907.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10046,5,POPLATEK TYDNE,3,5,50,50,F,central Bohemia,95616,6,51.4,9307,4.43,118,3040,15.06,16.21,15936.0,344627.3,8615.682499999999,374309.0,9357.725,40,40.0,80,8986.70375,37713.0,18.4,11049.558885913812,-29681.70000000001,61123.9,69095.845,109632.3,37116.6,17778.26276491049,72515.70000000001,54875.7,11.39,68972.95,0.0,364,364,4.6075949367088604,6.666666666666667,3.3333333333333335,3.3333333333333335,718936.3,40,0.0,4.0,12.0,0.0,374309.0,0.0,12200.0,0.0,0.1,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
13201,45,POPLATEK TYDNE,3,31,59,50,M,west Bohemia,51313,4,59.2,8930,4.2,108,1452,19.32,9.34,12828.25,247193.0,9507.423076923076,277948.0,4556.524590163935,61,26.0,87,6036.103448275862,48024.0,30.0,9218.305681889455,-30755.0,34049.0,33238.30459770115,86476.1,11667.2,16817.031837513186,74808.90000000001,49374.3,-31.04,27979.8,0.0,364,364,4.232558139534884,7.25,2.1666666666666665,5.083333333333333,525141.0,25,0.0,14.0,0.0,36.0,140554.0,0.0,245789.0,0.0,0.5384615384615384,None,3.0,11449.5,3816.5,8042.0,186.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2684,74,POPLATEK MESICNE,3,74,43,40,F,north Moravia,323870,1,100.0,10673,5.44,100,18347,14.53,-2.32,323870.0,338175.2,11272.506666666666,378623.2,7011.540740740741,54,30.0,84,8533.314285714287,44795.0,14.6,10490.20980829088,-40448.0,35324.4,54178.6738095238,120552.9,28880.2,19884.902963934444,91672.7,117552.9,-69.95,52190.9,0.0,364,364,4.385542168674699,7.0,2.5,4.5,716798.4,42,0.0,18.0,0.0,12.0,316415.2,0.0,335533.0,0.0,0.6,None,2.0,9889.0,4944.5,5184.0,4705.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2200,66,POPLATEK MESICNE,3,66,43,40,M,south Moravia,125832,5,48.3,8512,4.12,102,2103,17.38,-6.41,25166.4,234441.0,9768.375,242827.2,4047.1200000000003,60,24.0,84,5681.7642857142855,26856.0,14.6,6649.231273634222,-8386.200000000012,30102.3,34120.19285714286,55948.0,18511.2,9111.071101142215,37436.8,27088.4,11.13,32353.7,0.0,364,364,4.385542168674699,7.0,2.0,5.0,477268.19999999995,36,0.0,12.0,0.0,24.0,124075.2,0.0,232752.0,0.0,0.5,None,2.0,9896.0,4948.0,6037.0,3859.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3412,57,POPLATEK MESICNE,3,57,21,20,M,south Moravia,161954,8,48.0,8720,4.5,116,3651,20.64,-2.09,20244.25,40673.7,1694.7375,37885.2,1023.9243243243243,37,24.0,61,1287.8508196721311,4170.0,14.6,1364.441384428435,2788.5,19819.7,18275.37868852459,22428.0,14972.8,1872.1288508108244,7455.200000000001,16686.8,18.77,17958.0,0.0,362,362,6.033333333333333,5.083333333333333,2.0,3.0833333333333335,78558.9,25,0.0,0.0,12.0,12.0,11365.2,0.0,0.0,0.0,0.0,None,1.0,2210.0,2210.0,2210.0,2210.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5204,47,POPLATEK MESICNE,3,47,33,30,M,east Bohemia,162580,6,72.8,9538,1.81,111,5410,19.87,-11.01,27096.67,194216.7,8092.3625,231955.19999999998,7028.945454545454,33,24.0,57,7476.700000000001,38587.0,14.6,8873.710620100575,-37738.49999999997,67958.4,57318.61228070175,93310.6,31160.3,16477.993759048444,62150.3,86282.3,-21.24,54738.2,0.0,363,363,6.482142857142857,4.75,2.0,2.75,426171.9,33,0.0,12.0,0.0,0.0,231955.19999999998,0.0,191487.0,0.0,0.5,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2149,33,POPLATEK MESICNE,3,33,73,70,F,north Bohemia,133777,11,84.7,8705,7.61,116,4859,32.35,4.49,12161.55,52521.9,2188.4125,50679.2,1535.7333333333333,33,24.0,57,1810.5456140350877,4316.0,14.6,1773.6179814023183,1842.7000000000044,16482.7,13917.040350877194,18664.1,8956.8,2131.9412800024397,9707.3,14080.1,17.06,14009.4,0.0,356,356,6.357142857142857,4.75,2.0,2.75,103201.1,21,0.0,0.0,12.0,12.0,16155.2,0.0,0.0,0.0,0.0,None,1.0,2877.0,2877.0,2877.0,2877.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
9236,4,POPLATEK MESICNE,3,31,40,40,F,west Bohemia,51313,4,59.2,8930,4.2,108,1452,19.32,9.34,12828.25,59282.6,2280.1,60547.2,1121.2444444444443,54,26.0,80,1497.8725,6249.0,14.6,1594.1646044463603,-1264.5999999999985,13861.1,14532.507500000002,20234.2,10105.2,1866.1247535036991,10129.0,12411.2,11.68,14521.650000000001,0.0,362,362,4.582278481012659,6.666666666666667,2.1666666666666665,4.5,119829.79999999999,18,0.0,14.0,0.0,36.0,11395.2,0.0,58558.0,0.0,0.5384615384615384,None,3.0,4096.0,1365.3333333333333,2306.0,471.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
228,54,POPLATEK MESICNE,3,48,40,40,F,east Bohemia,78955,9,59.0,9060,2.44,124,1717,37.08,3.75,8772.78,255766.8,10656.949999999999,260827.2,5015.907692307693,52,24.0,76,6797.289473684211,29120.0,14.6,7369.828015299117,-5060.400000000023,68752.2,65081.21315789474,82550.1,43392.8,8546.222650447657,39157.3,70317.9,-2.23,65960.0,0.0,365,365,4.866666666666666,6.333333333333333,2.0,4.333333333333333,516594.0,40,0.0,12.0,0.0,12.0,171715.2,0.0,252370.0,0.0,0.5,None,1.0,7426.0,7426.0,7426.0,7426.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
13490,18,POPLATEK TYDNE,3,18,27,20,F,south Bohemia,70699,4,65.3,8968,3.35,131,1910,18.37,9.77,17674.75,169044.9,8452.244999999999,231158.4,5136.8533333333335,45,20.0,65,6156.973846153846,36477.0,30.0,8709.814145051347,-62113.5,10975.5,32227.486153846156,79949.7,10919.8,16580.7336472832,69029.9,70958.7,-84.53,26594.8,0.0,362,362,5.65625,5.416666666666667,1.6666666666666667,3.75,400203.3,33,0.0,8.0,0.0,12.0,192558.0,0.0,167576.0,0.0,0.4,None,1.0,3216.7,3216.7,3216.7,3216.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3135,48,POPLATEK MESICNE,3,48,27,20,M,east Bohemia,78955,9,59.0,9060,2.44,124,1717,37.08,3.75,8772.78,230141.80000000002,8851.607692307693,199325.2,6873.28275862069,29,26.0,55,7808.490909090909,46888.0,14.6,9556.233846693665,30816.600000000006,39768.9,30739.796363636364,65739.6,-6855.1,18529.798239601983,72594.70000000001,19837.7,100.47,31483.6,1.0,361,361,6.685185185185185,4.583333333333333,2.1666666666666665,2.4166666666666665,429467.0,29,0.0,14.0,0.0,0.0,199325.2,0.0,228882.0,0.0,0.5384615384615384,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1404,11,POPLATEK MESICNE,3,11,28,20,F,central Bohemia,75637,7,36.5,9622,0.59,154,3529,31.11,1.55,10805.29,246392.1,9476.61923076923,261232.6,3958.069696969697,66,26.0,92,5517.659782608695,27946.0,14.6,6674.117121726186,-14840.5,29795.0,37019.67282608696,60965.4,22279.1,8186.778638865283,38686.3,34120.4,-12.68,36059.149999999994,0.0,361,361,3.967032967032967,7.666666666666667,2.1666666666666665,5.5,507624.69999999995,42,0.0,2.0,12.0,24.0,171206.2,0.0,2400.0,0.0,0.07692307692307693,None,2.0,7502.2,3751.1,4397.0,3105.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
606,73,POPLATEK MESICNE,3,10,47,40,F,central Bohemia,92084,5,46.7,10124,0.54,141,4316,-3.57,13.28,18416.8,42864.9,1786.0375000000001,40621.2,1015.53,40,24.0,64,1304.4703125,3463.0,14.6,1366.3732315274701,2243.7000000000044,27901.3,26604.8625,31411.7,23588.0,1879.3823657432424,7823.700000000001,28895.9,-3.44,26487.5,0.0,357,357,5.666666666666667,5.333333333333333,2.0,3.3333333333333335,83486.1,28,0.0,0.0,12.0,12.0,12925.2,0.0,0.0,0.0,0.0,None,1.0,2308.0,2308.0,2308.0,2308.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1841,67,POPLATEK MESICNE,3,67,43,40,F,north Moravia,106054,6,63.1,8110,6.55,109,3079,13.52,-5.09,17675.67,228900.0,9537.5,206875.2,5171.88,40,24.0,64,6808.9875,25932.0,14.6,7696.152351487175,22024.79999999999,84954.9,78772.9421875,104553.7,50530.2,14036.999384628654,54023.5,62030.2,36.96,78991.25,0.0,365,365,5.7936507936507935,5.333333333333333,2.0,3.3333333333333335,435775.2,40,0.0,12.0,0.0,0.0,206875.2,0.0,224744.0,0.0,0.5,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2650,75,POPLATEK MESICNE,3,75,21,20,M,north Moravia,138032,5,64.6,8819,5.66,99,4505,5.2,10.88,27606.4,273248.5,11385.354166666666,268747.2,4134.572307692308,65,24.0,89,6089.839325842696,31173.0,14.6,8530.007477437544,4501.299999999988,75034.6,57319.585393258436,78654.3,35824.7,10225.673478204379,42829.600000000006,48118.6,55.94,62495.8,0.0,359,359,4.079545454545454,7.416666666666667,2.0,5.416666666666667,541995.7,25,4.0,12.0,0.0,36.0,201575.2,7700.0,270166.0,0.06153846153846154,0.5,None,3.0,4956.0,1652.0,2803.0,704.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7299,1,POPLATEK MESICNE,3,1,58,50,M,Prague,1204953,1,100.0,12541,0.43,167,99107,48.28,15.68,1204953.0,288314.5,12013.104166666666,291828.2,3433.272941176471,85,24.0,109,5322.410091743119,33098.0,14.6,7653.683898982592,-3513.7000000000116,41248.2,30982.366972477063,50064.9,14490.3,9210.328330849408,35574.600000000006,42062.0,-1.93,30907.5,0.0,361,361,3.3425925925925926,9.083333333333334,2.0,7.083333333333333,580142.7,40,0.0,12.0,0.0,45.0,179775.2,0.0,286846.0,0.0,0.5,None,4.0,9460.0,2365.0,5015.0,489.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3476,52,POPLATEK MESICNE,3,60,28,20,F,south Moravia,110643,4,51.9,8441,4.48,115,2252,29.86,19.85,27660.75,227058.4,9460.766666666666,216147.2,4698.852173913044,46,24.0,70,6331.5085714285715,26078.0,14.6,7230.999553347046,10911.199999999983,32655.3,22913.024285714284,40669.4,13219.2,7630.122770270584,27450.2,20429.6,59.84,22060.15,0.0,363,363,5.260869565217392,5.833333333333333,2.0,3.8333333333333335,443205.6,34,0.0,12.0,0.0,12.0,153375.2,0.0,226006.0,0.0,0.5,None,1.0,5231.0,5231.0,5231.0,5231.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1824,69,POPLATEK MESICNE,3,69,36,30,M,north Moravia,42821,3,48.4,8173,7.01,124,1358,148.14,-53.68,14273.67,123940.7,4957.628,133775.2,4459.173333333334,30,25.0,55,4685.743636363636,26100.0,14.6,5403.394121556878,-9834.500000000015,28130.1,25923.87818181818,36893.3,7337.9,8113.18188205879,29555.4,25864.7,8.76,26373.4,0.0,358,358,6.62962962962963,4.583333333333333,2.0833333333333335,2.5,257715.9,30,0.0,13.0,0.0,0.0,133775.2,0.0,122586.0,0.0,0.52,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8327,48,POPLATEK MESICNE,3,48,51,50,F,east Bohemia,78955,9,59.0,9060,2.44,124,1717,37.08,3.75,8772.78,241524.0,10501.04347826087,272375.2,7782.148571428572,35,23.0,58,8860.331034482759,49079.0,14.6,12118.854193033367,-30851.20000000001,58408.5,64758.951724137936,131360.7,26959.7,21520.023558156096,104401.00000000001,74559.7,-21.66,67519.35,0.0,365,365,6.4035087719298245,4.833333333333333,1.9166666666666667,2.9166666666666665,513899.2,35,0.0,11.0,0.0,0.0,272375.2,0.0,238110.0,0.0,0.4782608695652174,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5275,28,POPLATEK MESICNE,3,28,46,40,M,west Bohemia,72541,8,36.9,8594,2.01,112,1525,24.07,-3.48,9067.62,185916.8,9295.84,233879.19999999998,7544.490322580645,31,20.0,51,8231.29411764706,49311.0,14.6,11908.785064924326,-47962.399999999994,29473.1,42726.59411764706,77642.5,23031.1,17574.06590555995,54611.4,73835.5,-60.08,35335.9,0.0,358,358,7.16,4.25,1.6666666666666667,2.5833333333333335,419796.00000000006,28,3.0,8.0,0.0,0.0,226079.19999999998,7800.0,183757.0,0.0967741935483871,0.4,None,1.0,4788.3,4788.3,4788.3,4788.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
859,75,POPLATEK MESICNE,3,1,28,20,F,Prague,1204953,1,100.0,12541,0.43,167,99107,48.28,15.68,1204953.0,267270.8,11136.283333333333,268927.2,5602.650000000001,48,24.0,72,7447.194444444444,30561.0,14.6,8342.912835267434,-1656.4000000000233,56487.1,44207.70277777778,59690.3,26590.2,9149.779184482046,33100.100000000006,57543.6,-1.84,48213.3,0.0,362,362,5.098591549295775,6.0,2.0,4.0,536198.0,33,3.0,12.0,0.0,12.0,183395.2,6800.0,264862.0,0.0625,0.5,classic,1.0,6561.0,6561.0,6561.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
11947,70,POPLATEK MESICNE,3,70,32,30,M,north Moravia,285387,7,89.9,10177,7.75,81,10108,16.89,2.33,40769.57,575903.5,12253.265957446809,637768.2,12505.258823529412,51,47.0,98,12384.405102040815,54400.0,14.6,14535.224527627033,-61864.69999999995,37864.5,68980.27142857143,127536.1,9109.9,28030.171797929503,118426.20000000001,94629.1,-59.99,67786.9,0.0,362,362,3.731958762886598,8.166666666666666,3.9166666666666665,4.25,1213671.7,51,0.0,23.0,0.0,0.0,637768.2,0.0,570028.0,0.0,0.48936170212765956,None,1.0,3112.1,3112.1,3112.1,3112.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3399,72,POPLATEK MESICNE,3,72,64,60,M,north Moravia,226122,4,62.6,8994,4.79,110,9208,26.05,-4.8,56530.5,55452.4,2310.516666666667,54359.2,1553.12,35,24.0,59,1861.213559322034,4544.0,14.6,1803.8947899645507,1093.2000000000044,22848.0,18110.54915254237,25437.5,11675.6,3264.7768894236538,13761.9,19500.2,17.17,18257.7,0.0,365,365,6.293103448275862,4.916666666666667,2.0,2.9166666666666665,109811.6,23,0.0,0.0,12.0,12.0,22835.2,0.0,0.0,0.0,0.0,None,1.0,2627.0,2627.0,2627.0,2627.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3710,59,POPLATEK MESICNE,3,59,68,60,M,south Moravia,108871,6,62.1,8444,3.47,106,2305,7.1,-11.18,18145.17,75361.7,3140.070833333333,77271.2,1981.3128205128205,39,24.0,63,2422.7444444444445,6193.0,14.6,2400.075009632782,-1909.5,24122.7,20536.571428571428,26447.4,12372.3,3094.093224737105,14075.100000000002,22154.4,8.88,21247.4,0.0,361,361,5.82258064516129,5.25,2.0,3.25,152632.9,27,0.0,0.0,12.0,12.0,30735.2,0.0,0.0,0.0,0.0,None,1.0,3878.0,3878.0,3878.0,3878.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1789,61,POPLATEK MESICNE,3,61,63,60,F,south Moravia,117897,6,53.8,8814,5.74,107,2059,20.59,-2.51,19649.5,77660.5,3235.8541666666665,81039.2,2132.6105263157892,38,24.0,62,2559.6725806451614,6411.0,14.6,2449.3118598783567,-3378.699999999997,11808.9,15706.196774193548,23199.1,11774.8,2957.105026878386,11424.3,13587.8,-13.09,14588.7,0.0,363,363,5.950819672131147,5.166666666666667,2.0,3.1666666666666665,158699.7,26,0.0,0.0,12.0,12.0,39435.2,0.0,0.0,0.0,0.0,None,1.0,3467.0,3467.0,3467.0,3467.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1080,38,POPLATEK MESICNE,3,54,46,40,F,south Moravia,387570,1,100.0,9897,1.96,140,18696,22.5,-0.13,387570.0,468818.5,13022.736111111111,447662.2,6887.11076923077,65,36.0,101,9074.066336633663,49935.0,14.6,10406.75130300784,21156.29999999999,57078.4,58757.4504950495,118762.4,25122.0,22482.97220519842,93640.4,29022.0,96.67,57078.4,0.0,364,364,3.64,8.416666666666666,3.0,5.416666666666667,916480.7,40,1.0,24.0,0.0,24.0,330730.2,1900.0,466144.0,0.015384615384615385,0.6666666666666666,classic,2.0,9586.0,4793.0,6676.0,2910.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1178,1,POPLATEK MESICNE,3,1,25,20,F,Prague,1204953,1,100.0,12541,0.43,167,99107,48.28,15.68,1204953.0,197706.5,7604.096153846154,160847.2,3655.618181818182,44,26.0,70,5122.1957142857145,21062.0,14.6,5717.353638702209,36859.29999999999,74054.4,49521.47571428571,76971.6,14589.2,16480.27346188124,62382.40000000001,22155.2,234.25,53532.7,0.0,362,362,5.246376811594203,5.833333333333333,2.1666666666666665,3.6666666666666665,358553.7,32,0.0,14.0,0.0,12.0,78695.2,0.0,195034.0,0.0,0.5384615384615384,None,1.0,6846.0,6846.0,6846.0,6846.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3185,17,POPLATEK MESICNE,3,17,24,20,F,south Bohemia,74062,7,61.4,8114,2.62,119,1181,10.08,17.75,10580.29,317504.6,13229.358333333332,307671.2,6032.768627450981,51,24.0,75,8335.677333333333,36399.0,14.6,9549.02619272479,9833.399999999965,43808.0,35558.116,54756.4,10359.4,10798.60195275596,44397.0,24574.5,78.27,37746.1,0.0,362,362,4.891891891891892,6.25,2.0,4.25,625175.7999999999,39,0.0,12.0,0.0,12.0,204075.2,0.0,315458.0,0.0,0.5,None,1.0,8633.0,8633.0,8633.0,8633.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1239,11,POPLATEK MESICNE,3,11,20,20,F,central Bohemia,75637,7,36.5,9622,0.59,154,3529,31.11,1.55,10805.29,649433.4,27059.725000000002,636776.2,13266.170833333332,48,24.0,72,17864.022222222222,74648.0,14.6,20125.510989857612,12657.20000000007,59834.4,59032.362499999996,145035.8,24227.8,25428.729975139806,120807.99999999999,96927.8,-38.27,56150.3,0.0,361,361,5.084507042253521,6.0,2.0,4.0,1286209.6,48,0.0,0.0,12.0,0.0,636776.2,0.0,0.0,0.0,0.0,junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1117,20,POPLATEK MESICNE,3,20,20,20,F,south Bohemia,70646,4,58.4,8547,3.64,120,1542,37.36,-1.34,17661.5,113423.2,3658.812903225806,97467.2,2499.1589743589743,39,31.0,70,3012.72,10263.0,14.6,2849.930644292131,15956.0,47097.9,37370.94571428571,55664.4,13802.8,11399.610748295863,41861.600000000006,27781.8,69.53,41202.600000000006,0.0,365,365,5.2898550724637685,5.833333333333333,2.5833333333333335,3.25,210890.4,27,0.0,19.0,0.0,12.0,42735.2,0.0,111546.0,0.0,0.6129032258064516,None,1.0,4561.0,4561.0,4561.0,4561.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
203,31,POPLATEK MESICNE,3,31,34,30,M,west Bohemia,51313,4,59.2,8930,4.2,108,1452,19.32,9.34,12828.25,37071.8,1544.6583333333335,35871.2,919.7743589743588,39,24.0,63,1157.8253968253969,3020.0,14.6,1195.8790558073972,1200.6000000000058,17529.6,17364.20476190476,22068.7,13781.3,2046.5834723192966,8287.400000000001,19334.3,-9.33,17455.7,0.0,361,361,5.82258064516129,5.25,2.0,3.25,72943.0,27,0.0,0.0,12.0,12.0,11715.2,0.0,0.0,0.0,0.0,None,1.0,2013.0,2013.0,2013.0,2013.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
